ID,Total_Spending,Age,Income,Customer_Seniority,Total_Purchases,Campaign_Response_Rate,Recency,Engagement_Score,Has_Children,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Value_Segment_Medium_Low,Value_Segment_Medium_High,Value_Segment_High_Value
4047,-0.10517488913328814,1.2767043805309854,0.5079525386419914,-1.41103738886935,0.6679328069277864,0.0,-1.6884266422410004,1.3256850464110819,1,False,False,False,True,True,False,False,False,False,True,False
1409,-0.27081170652240427,1.5332252441814924,-0.4566134646491511,0.04744190915200049,0.6679328069277864,0.0,0.6938261779914217,-0.2855139273249229,1,False,True,False,False,False,False,True,False,False,True,False
7892,-0.8820115626882429,-0.00589993772154956,-1.321923335675506,0.04744190915200049,-0.8985118071232389,0.0,1.3843342418269062,-1.5931536741251584,0,False,True,False,False,False,True,False,False,True,False,False
2404,-0.5805525550400514,-0.6044486195727325,0.03947142521075457,0.04744190915200049,-0.11528950009772622,0.0,-1.5503250294739033,0.8119694315967038,1,False,True,False,False,True,False,False,False,True,False,False
9422,-0.7892549449503378,-1.7160390287249296,-0.5478038125957746,0.04744190915200049,-0.7679747559523201,0.0,-0.7907661592548703,-0.052006829682023345,1,False,True,False,False,True,False,False,False,True,False,False
1966,1.763208411015942,0.33612788047912645,1.2633954640529639,0.04744190915200049,1.4511551139532992,16.666666666666664,1.6260120641693259,-0.11038360409274817,0,False,False,False,True,True,False,False,False,False,False,True
6864,-0.9565481305133451,-1.7160390287249296,-1.6198875039339022,-1.41103738886935,-0.8985118071232389,0.0,-0.5145629337206764,-0.3088646370892124,0,False,False,True,False,False,False,False,False,False,False,False
3033,-0.4795140964326906,0.5071417895794644,-0.5376236964660528,0.04744190915200049,-0.5069006536104825,0.0,0.24499593649835663,-0.6124238640249816,0,False,False,True,False,False,False,True,False,True,False,False
5710,-0.8074749948631406,-0.09140689227171855,-0.46213421993488485,1.5059212071733508,-0.7679747559523201,16.666666666666664,-0.6181391432959992,0.21652633260731077,1,False,True,False,False,False,False,True,False,True,False,False
7373,-0.5060159872149492,1.4477182896313234,-0.22478089694113995,1.5059212071733508,0.2763216534150301,16.666666666666664,-1.4122234167068064,1.3140096915289372,1,False,False,False,True,False,False,False,False,True,False,False
8755,0.974777160243749,1.9607600169323374,0.6384537965664638,0.04744190915200049,0.4068587045859489,0.0,-1.5503250294739033,1.092177948768183,0,False,False,True,False,True,False,False,False,False,False,True
10738,-0.8985752444271544,1.5332252441814924,-0.11597111723153632,0.04744190915200049,-1.1595859094650764,0.0,0.2104705333065824,-0.9393338007250408,1,False,False,True,False,False,True,False,False,False,False,False
4339,0.5060249670325504,-0.09140689227171855,0.5873965987466283,0.04744190915200049,1.7122292162951367,0.0,-0.41098672414535375,1.0221258194753136,1,False,False,False,True,True,False,False,False,False,True,False
10755,-0.8720733536448959,-0.6044486195727325,-1.1211009678703396,0.04744190915200049,-0.7679747559523201,0.0,0.9355040003338413,-1.2195423178965195,1,False,False,False,False,True,False,False,False,True,False,False
8595,-0.8952625080793721,-0.3479277559222256,-0.3884849951656281,-1.41103738886935,-1.0290488582941577,0.0,1.7295882737446486,-1.8967129010609276,1,False,True,False,False,False,False,False,True,False,False,False
2968,0.48780491711974766,2.2172808805828446,-0.13323816035925679,0.04744190915200049,1.1900810116114615,33.33333333333333,0.14141972692303395,1.1388793682967622,0,False,False,False,True,False,False,False,False,False,True,False
8601,1.3043944268480903,-0.9464764377734086,1.0830116370928544,0.04744190915200049,0.7984698580987053,0.0,-1.5848504326656776,1.3256850464110819,1,False,True,False,False,True,False,False,False,False,False,True
503,-0.9184516625138484,-1.3740112105242537,-1.24478937884646,0.04744190915200049,-1.0290488582941577,0.0,1.3498088386351321,-1.6398550936537382,1,False,False,True,False,True,False,False,False,False,False,False
8430,-0.9697990759044743,1.0201835168804785,-1.1886029686689568,1.5059212071733508,-1.420660011806914,0.0,-1.5503250294739033,0.11144813866800585,1,False,True,False,False,False,False,True,False,False,False,False
2139,-0.9548917623394539,-0.5189416650225636,-1.7561052886081416,0.04744190915200049,-0.8985118071232389,0.0,-1.03244398159729,0.041396009375136,1,False,False,True,False,True,False,False,False,False,False,False
1371,0.6236271073788229,-0.6044486195727325,1.080270836596391,-1.41103738886935,0.14578460224411136,0.0,0.7974023875667443,-0.6357745737892714,0,False,True,False,False,False,True,False,False,False,True,False
9909,-0.8041622585153583,-2.3145877105761126,-1.7561052886081416,1.5059212071733508,-0.6374377047814014,16.666666666666664,-0.8598169656384188,0.45003343025020953,0,False,False,False,False,True,False,False,False,True,False,False
7286,-0.9151389261660661,0.07960701682861944,-0.41593215442307047,0.04744190915200049,-1.2901229606359952,0.0,1.487910451402229,-1.8733621912966374,1,False,True,False,False,False,False,True,False,False,False,False
6566,1.1785104456323618,1.2767043805309854,0.7908814584626449,1.5059212071733508,1.7122292162951367,0.0,-0.34193591776180526,0.9754243999467336,1,False,False,False,True,True,False,False,False,False,False,True
8614,-0.1664605115672611,1.0201835168804785,0.5142955340766643,-1.41103738886935,0.2763216534150301,0.0,-0.6871899496795476,0.4383580753680653,1,False,True,False,False,False,False,False,True,False,True,False
4114,1.7979921426676564,0.42163483502929544,1.0490257109367063,1.5059212071733508,1.8427662674660554,0.0,-1.619375835857452,1.9094527905183307,0,False,False,True,False,True,False,False,False,False,False,True
1331,-0.8869806672099163,-0.6899555741229015,-0.6484303451087942,0.04744190915200049,-1.0290488582941577,0.0,0.17594513011480817,-0.845930961667881,1,False,True,False,False,False,True,False,False,True,False,False
2225,1.672108161451928,-0.6899555741229015,1.1836773238986806,-1.41103738886935,0.7984698580987053,50.0,0.17594513011480817,1.2906589817646472,0,False,True,False,False,False,False,False,False,False,False,True
9381,-0.0024800623520361276,-0.7754625286730705,0.5490253917961383,0.04744190915200049,1.0595439604405428,0.0,0.2795213396901309,0.20485097772516547,1,False,True,False,False,True,False,False,False,False,True,False
6260,2.235273340574923,1.1911974259808165,1.1759247739229695,1.5059212071733508,1.581692165124218,33.33333333333333,0.2104705333065824,1.3023343366467919,0,False,False,True,False,False,False,True,False,False,False,True
10383,0.8041712383329594,0.25062092592895746,0.7022752938412584,0.04744190915200049,0.7984698580987053,16.666666666666664,-0.6526645464877734,1.080502593886038,0,False,True,False,False,False,False,False,False,False,False,True
7437,-0.9582044986872362,-1.6305320741747606,-0.9558698522263932,-1.41103738886935,-1.1595859094650764,0.0,-0.6181391432959992,-0.37891676638208227,1,False,True,False,False,False,True,False,False,False,False,False
8375,-0.14824046165445834,0.07960701682861944,0.14107681504393968,-1.41103738886935,0.5373957557568677,0.0,0.48667375884077624,-0.2154617980320531,1,False,False,False,True,True,False,False,False,False,True,False
6853,1.3756182583254102,-1.1174903468737465,0.9172323613496153,0.04744190915200049,0.7984698580987053,50.0,-1.2741218039397095,2.271388791864824,0,False,False,True,False,False,True,False,False,False,False,True
3076,0.007458146691310841,-0.5189416650225636,0.5599885937819926,1.5059212071733508,0.929006909269624,0.0,-1.0669693847890642,1.045476529239603,1,False,True,False,False,False,False,True,False,False,True,False
1012,0.45799028998970676,1.4477182896313234,0.3708733595260065,0.04744190915200049,1.1900810116114615,0.0,-0.7907661592548703,0.9987751097110225,1,False,True,False,False,False,True,False,False,False,True,False
6518,-0.0024800623520361276,1.5332252441814924,0.6002000524943938,0.04744190915200049,0.5373957557568677,0.0,-1.4122234167068064,1.068827239003893,1,False,False,False,True,False,False,False,True,False,True,False
4137,0.7760129793768097,1.7897461078319994,0.7171147708149682,0.04744190915200049,0.14578460224411136,0.0,-0.6871899496795476,0.3683059460751952,0,False,True,False,False,False,False,True,False,False,False,True
8082,-0.9499226578177804,-0.17691384682188757,-1.042674919378675,0.04744190915200049,-1.2901229606359952,16.666666666666664,0.9009785971420671,-1.0911134141929253,1,False,True,False,False,True,False,False,False,False,False,False
1386,-0.9880191258172771,0.16511397137878844,-0.778265980055554,-1.41103738886935,-1.420660011806914,0.0,-1.6884266422410004,0.20485097772516547,1,False,True,False,False,False,False,True,False,False,False,False
9369,1.1039738778072596,-0.8609694832232395,1.4034112151294456,-1.41103738886935,2.2343774209788116,50.0,-1.03244398159729,2.878507245736362,1,False,False,False,False,False,True,False,False,False,False,True
4477,0.07536924182084846,0.9346765623303095,0.6556425311085711,0.04744190915200049,0.4068587045859489,0.0,-1.5503250294739033,1.092177948768183,1,False,True,False,False,False,False,True,False,False,True,False
1357,1.5810079118879141,-0.09140689227171855,0.8810929490891029,0.04744190915200049,0.5373957557568677,0.0,1.4188596450186806,-0.845930961667881,1,False,True,False,False,False,False,True,False,False,False,True
1402,1.0691901461555453,1.2767043805309854,0.573222744750631,1.5059212071733508,0.7984698580987053,0.0,-1.653901239049226,1.372386465939662,0,False,False,True,False,True,False,False,False,False,False,True
6312,0.42320655833799237,0.8491696077801405,0.4964803308496511,0.04744190915200049,1.9733033186369742,0.0,-0.6871899496795476,1.349035756175372,1,False,True,False,False,True,False,False,False,False,True,False
8132,0.08862018721197774,-0.5189416650225636,0.3242014425005126,0.04744190915200049,1.1900810116114615,16.666666666666664,1.3498088386351321,-0.06368218456416837,1,False,False,False,True,True,False,False,False,False,True,False
1050,-0.8985752444271544,1.4477182896313234,-0.9404430608605839,-1.41103738886935,-0.8985118071232389,0.0,0.3140467428819051,-0.8692816714321709,0,False,True,False,False,True,False,False,False,False,False,False
5846,-0.9847063894694948,-0.6899555741229015,-0.4739588163624848,1.5059212071733508,-1.420660011806914,0.0,0.6593007747996474,-1.3829972862465492,1,False,True,False,False,False,False,False,False,False,False,False
1859,2.124296672924215,-0.2624208013720566,0.896637203333332,1.5059212071733508,0.5373957557568677,16.666666666666664,-0.5145629337206764,0.8469954962431386,0,False,False,True,False,True,False,False,False,False,False,True
7503,2.6526781203954957,-0.6044486195727325,0.9191117674043332,1.5059212071733508,0.929006909269624,33.33333333333333,-0.30741051457003105,1.3023343366467919,0,False,True,False,False,False,True,False,False,False,False,True
10401,-0.976424548600039,-0.6044486195727325,-1.0189865722306686,0.04744190915200049,-1.420660011806914,0.0,-1.2741218039397095,-0.07535753944631338,0,False,False,False,False,False,False,True,False,False,False,False
1618,0.13996760060260374,0.33612788047912645,0.14467900998214894,0.04744190915200049,0.7984698580987053,33.33333333333333,-1.3776980135150323,1.9561542100469098,0,False,True,False,False,False,False,True,False,False,True,False
3332,-0.7329384270380384,-1.3740112105242537,-0.8845307307327273,1.5059212071733508,-0.3763636024395638,0.0,1.3152834354433578,-1.2662437374250994,1,False,True,False,False,False,True,False,False,True,False,False
2261,-0.9797372849478213,-0.00589993772154956,-1.0198479666724143,0.04744190915200049,-1.420660011806914,0.0,-1.5157996262821292,0.08809742890371636,1,False,True,False,False,True,False,False,False,False,False,False
5346,-0.8753860899926782,-0.3479277559222256,-1.1273265004265927,0.04744190915200049,-0.7679747559523201,0.0,1.3152834354433578,-1.4764001253037087,1,False,False,False,False,True,False,False,False,True,False,False
535,0.2824152635572436,-1.5450251196245917,1.1358699323817947,-1.41103738886935,1.581692165124218,0.0,-1.0669693847890642,1.395737175703952,0,False,True,False,False,False,False,False,False,False,True,False
5268,-0.9134825579921749,0.7636626532299714,-0.8970601044308464,0.04744190915200049,-1.0290488582941577,0.0,1.5914866609775515,-1.8033100620037676,1,False,True,False,False,True,False,False,False,False,False,False
273,-0.7561275814725146,-0.09140689227171855,-0.6348046512120896,0.04744190915200049,-0.245826551268645,16.666666666666664,-0.03120728903583721,0.0997727837858611,1,False,False,True,False,True,False,False,False,True,False,False
4452,-0.3900702150425679,1.0201835168804785,-0.07685597871772056,-1.41103738886935,0.2763216534150301,50.0,-1.5848504326656776,2.2013366625719546,1,False,True,False,False,False,True,False,False,True,False,False
8504,1.2563597498052466,-0.3479277559222256,1.0666451426996864,-1.41103738886935,0.5373957557568677,16.666666666666664,0.7283515811831959,0.006369944728701487,0,False,True,False,False,True,False,False,False,False,False,True
771,-0.6849037499951947,0.16511397137878844,0.07153879101937831,-1.41103738886935,-0.6374377047814014,0.0,1.039080209909164,-1.21954231789652,1,False,True,False,False,False,False,True,False,True,False,False
11178,-0.9532353941655628,-0.2624208013720566,-0.38985539541385994,-1.41103738886935,-1.2901229606359952,0.0,0.6938261779914217,-1.3362958667179696,1,False,False,True,False,False,True,False,False,False,False,False
2230,-0.93501534425276,-0.09140689227171855,-1.1247031628085489,-1.41103738886935,-0.6374377047814014,0.0,1.211707225868035,-1.3362958667179696,1,False,False,False,True,True,False,False,False,False,False,False
7516,-0.9317026079049777,-1.2029973014239155,-0.8713748883497021,-1.41103738886935,-1.1595859094650764,0.0,-0.6526645464877734,-0.3555660566177922,1,False,True,False,False,True,False,False,False,False,False,False
7247,-0.0024800623520361276,0.7636626532299714,-0.17364539053569109,1.5059212071733508,0.929006909269624,16.666666666666664,0.7974023875667443,0.16982491307873068,1,False,True,False,False,False,False,False,True,False,True,False
11100,-0.9018879807749368,-0.2624208013720566,-0.021061111468283645,0.04744190915200049,-1.0290488582941577,0.0,-0.41098672414535375,-0.44896889567495213,1,False,True,False,False,False,False,False,False,False,False,False
4646,0.6136888983354759,1.5332252441814924,1.023732037783628,0.04744190915200049,1.3206180627823803,16.666666666666664,-0.16930890180293415,1.0338011743574584,0,False,False,False,False,True,False,False,False,False,True,False
3037,-0.32712822443470374,-1.2029973014239155,-0.08617470040569668,0.04744190915200049,0.14578460224411136,0.0,-0.583613740104225,0.29825381678232565,0,False,False,False,True,True,False,False,False,False,True,False
1473,-0.8869806672099163,0.7636626532299714,-0.17728673976670697,0.04744190915200049,-1.0290488582941577,0.0,-1.6884266422410004,0.41500736560377527,1,False,False,False,False,False,True,False,False,True,False,False
1016,-0.9151389261660661,0.8491696077801405,-0.6968250510177795,-1.41103738886935,-1.0290488582941577,0.0,-0.20383430499470837,-0.5890731542606918,1,False,False,False,True,False,True,False,False,False,False,False
4518,0.9300552195486878,-0.8609694832232395,1.3054863288200829,0.04744190915200049,1.581692165124218,0.0,0.3485721460736793,0.4383580753680653,1,False,True,False,False,False,False,True,False,False,False,True
9370,0.8488931790280209,2.0462669714825066,0.5283910794870483,0.04744190915200049,0.14578460224411136,0.0,0.6593007747996474,-0.5423717347321114,0,False,False,False,True,True,False,False,False,False,False,True
8908,0.8107967110285241,0.8491696077801405,1.3642960766156298,-1.41103738886935,0.6679328069277864,16.666666666666664,-0.4800375305289022,0.8936969157717181,0,False,True,False,False,True,False,False,False,False,False,True
8373,-0.9582044986872362,-0.8609694832232395,-1.0868018073717385,0.04744190915200049,-1.2901229606359952,0.0,1.5569612577857774,-1.9200636108252174,1,True,False,False,False,False,False,True,False,False,False,False
7533,-0.6964983272124328,0.42163483502929544,-0.12744332502387667,0.04744190915200049,-0.245826551268645,0.0,-1.1705455943643868,0.4850594948966443,1,False,True,False,False,True,False,False,False,True,False,False
2683,0.501055862510877,-0.00589993772154956,0.0024314642156897893,0.04744190915200049,1.4511551139532992,0.0,0.24499593649835663,0.4383580753680653,1,False,True,False,False,True,False,False,False,False,True,False
3629,-0.7660657905158615,-0.7754625286730705,-0.5400904169128701,1.5059212071733508,-0.7679747559523201,0.0,-1.1014947879808383,0.15814955819658594,1,False,True,False,False,False,True,False,False,True,False,False
10991,0.40167377207740723,0.7636626532299714,1.4372405241143673,1.5059212071733508,-0.11528950009772622,0.0,-1.0669693847890642,0.4850594948966443,0,False,False,True,False,True,False,False,False,False,True,False
5077,0.5987815847704555,-0.8609694832232395,0.976786040708488,0.04744190915200049,1.1900810116114615,0.0,-0.10025809541938567,0.5317609144252244,1,False,True,False,False,False,False,True,False,False,True,False
7431,2.008350900751834,-1.8870529378252676,0.6176628670861474,1.5059212071733508,0.2763216534150301,33.33333333333333,-0.30741051457003105,0.9520736901824435,0,False,False,False,True,False,True,False,False,False,False,True
3267,0.0008326739957461954,0.5071417895794644,0.19330864164797393,-1.41103738886935,0.6679328069277864,16.666666666666664,-0.756240756063096,1.0805025938860373,1,False,False,True,False,False,False,True,False,False,True,False
999,0.2029095912104679,-1.8870529378252676,1.318955405545561,0.04744190915200049,1.3206180627823803,50.0,1.5914866609775515,0.6134883986002398,0,False,True,False,False,False,True,False,False,False,True,False
9215,-0.09358031191605,-0.9464764377734086,-0.32799161277939654,1.5059212071733508,0.7984698580987053,0.0,-1.03244398159729,0.9520736901824435,1,False,False,False,True,True,False,False,False,False,True,False
2286,-0.8174132039064875,0.5926487441296334,-0.06131172447349146,0.04744190915200049,-0.8985118071232389,0.0,-0.756240756063096,-0.14540966873918323,1,False,True,False,False,False,True,False,False,True,False,False
1592,1.8493395560582826,-0.09140689227171855,1.5040769019352718,-1.41103738886935,0.015247551073192565,33.33333333333333,-0.8252915624466445,1.1622300780610522,0,False,True,False,False,True,False,False,False,False,False,True
367,-0.050514739394879805,-0.7754625286730705,-0.6186730825757611,0.04744190915200049,0.6679328069277864,0.0,0.8664531939502927,-0.4022674761463723,1,False,False,False,False,True,False,False,False,False,True,False
5234,-0.8720733536448959,0.16511397137878844,-0.8456505179757512,0.04744190915200049,-1.0290488582941577,0.0,1.2462326290598094,-1.5698029643608684,1,False,False,False,False,False,False,True,False,True,False,False
9862,-0.9515790259916717,-0.00589993772154956,-1.19157869492226,0.04744190915200049,-1.0290488582941577,0.0,-0.41098672414535375,-0.44896889567495213,1,False,True,False,False,False,False,True,False,False,False,False
9805,0.08696381903808659,1.3622113350811544,0.1479288162850986,0.04744190915200049,0.929006909269624,0.0,0.5557245652243247,-0.052006829682023345,1,False,False,True,False,False,False,True,False,False,True,False
6205,-0.873729721818787,0.16511397137878844,-0.7750161737526043,-1.41103738886935,-0.7679747559523201,16.666666666666664,-1.2395964007479352,0.6368391083645293,1,False,False,True,False,False,True,False,False,True,False,False
8442,-0.9565481305133451,-1.3740112105242537,-1.2858622320006068,0.04744190915200049,-1.1595859094650764,0.0,0.48667375884077624,-1.12613947883936,1,False,False,True,False,True,False,False,False,False,False,False
7386,-0.93501534425276,-0.6044486195727325,-0.8362926419949684,0.04744190915200049,-1.2901229606359952,0.0,1.177181822676261,-1.663205803418028,1,False,True,False,False,False,False,False,False,False,False,False
7215,0.8737387016363882,-1.2029973014239155,1.9428007528334756,0.04744190915200049,1.581692165124218,66.66666666666666,0.6938261779914217,1.745997822168301,0,False,True,False,False,False,True,False,False,False,False,True
1491,-0.08032936652492072,0.33612788047912645,0.7492995995020119,0.04744190915200049,0.14578460224411136,0.0,1.3152834354433578,-0.9860352202536203,0,False,False,False,False,False,False,True,False,False,True,False
11071,2.1789568226626237,-1.2885042559740845,1.067193302798979,0.04744190915200049,0.14578460224411136,16.666666666666664,-0.41098672414535375,0.5667869790716598,0,False,True,False,False,False,True,False,False,False,False,True
3381,-0.8571660400798754,1.3622113350811544,0.07819502079650412,-1.41103738886935,-0.8985118071232389,0.0,0.07236892053948549,-0.7058267030821412,1,False,False,True,False,True,False,False,False,True,False,False
11051,0.08862018721197774,1.1056904714306475,0.9798400755474045,-1.41103738886935,1.0595439604405428,0.0,0.7974023875667443,-0.14540966873918323,1,False,False,False,True,False,False,True,False,False,True,False
8026,-0.2393407112184722,1.4477182896313234,0.41687965357378776,0.04744190915200049,0.5373957557568677,0.0,-1.343172610323258,1.0221258194753131,1,False,True,False,False,True,False,False,False,False,True,False
433,0.040585510169134066,0.9346765623303095,0.3516094474651483,0.04744190915200049,1.0595439604405428,0.0,-0.23835970818648258,0.555111624189515,1,False,False,True,False,False,True,False,False,False,True,False
9597,0.19462775034101207,-0.00589993772154956,0.8260420134029918,-1.41103738886935,0.5373957557568677,0.0,-1.343172610323258,1.0221258194753131,0,False,True,False,False,True,False,False,False,False,True,False
5290,-0.544112455214446,0.42163483502929544,-0.4228624642498426,0.04744190915200049,0.14578460224411136,0.0,0.07236892053948549,-0.14540966873918323,1,False,False,False,True,True,False,False,False,True,False,False
1685,1.4484984579766214,0.16511397137878844,0.4162140305960752,0.04744190915200049,1.0595439604405428,16.666666666666664,-0.9633931752137415,1.4307632403503863,0,False,False,False,True,False,False,True,False,False,False,True
5342,-0.9582044986872362,-0.6044486195727325,-1.675917296940179,1.5059212071733508,-1.1595859094650764,0.0,-0.6181391432959992,-0.37891676638208227,1,True,False,False,False,False,False,False,False,False,False,False
9579,-0.8306641492976168,0.8491696077801405,-0.7278352509206244,0.04744190915200049,-0.7679747559523201,0.0,0.4176229524572278,-0.8692816714321707,1,False,False,False,True,True,False,False,False,True,False,False
7660,-0.925077135209413,-0.3479277559222256,-0.6456895446123306,-1.41103738886935,-1.1595859094650764,33.33333333333333,-0.41098672414535375,0.25155239725374556,1,False,False,False,True,False,True,False,False,False,False,False
1461,-0.9432971851222158,0.33612788047912645,-0.6041468399445042,0.04744190915200049,-1.0290488582941577,0.0,0.8664531939502927,-1.3129451569536792,1,False,False,False,True,False,False,False,False,False,False,False
821,2.4340375214418626,-1.9725598923754366,1.586065991072339,1.5059212071733508,0.929006909269624,0.0,-0.10025809541938567,0.3916566558394852,0,False,False,True,False,False,True,False,False,False,False,True
11084,0.7379165113773131,-0.6044486195727325,0.4993385942245345,0.04744190915200049,0.2763216534150301,16.666666666666664,-1.5503250294739033,1.4074125305860963,1,False,False,True,False,False,False,True,False,False,False,True
8690,1.2878307451091786,0.5926487441296334,1.3218528232132511,0.04744190915200049,1.0595439604405428,0.0,0.8319277907585185,-0.168760378503473,0,False,True,False,False,True,False,False,False,False,False,True
2937,0.4364575037291216,-0.43343471047239457,0.6265117372604441,0.04744190915200049,1.3206180627823803,0.0,-0.06573269222761144,0.578462333953805,1,False,False,False,True,False,True,False,False,False,True,False
9701,-0.4894523054760376,-1.6305320741747606,-0.40986323903804395,0.04744190915200049,-0.3763636024395638,0.0,-1.2395964007479352,0.4617087851323548,1,False,True,False,False,False,False,True,False,True,False,False
9949,0.4463957127724686,-0.6044486195727325,0.292016613813469,1.5059212071733508,0.015247551073192565,0.0,-0.44551212733712797,0.1347988484322959,1,False,True,False,False,True,False,False,False,False,True,False
10837,-0.893606139905481,-0.5189416650225636,-1.111743091889557,1.5059212071733508,-1.1595859094650764,16.666666666666664,-0.06573269222761144,-0.3672414114999378,1,False,True,False,False,True,False,False,False,False,False,False
3120,-0.9697990759044743,-1.0319833923235775,-0.5404819598409363,0.04744190915200049,-1.420660011806914,0.0,0.003318114155937021,-0.9393338007250408,1,False,True,False,False,False,False,True,False,False,False,False
5885,-0.6567454910390449,-0.3479277559222256,-0.6524240829750697,1.5059212071733508,0.14578460224411136,0.0,1.5569612577857774,-1.1494901886036497,1,False,False,False,False,True,False,False,False,True,False,False
4050,-0.7958804176459024,0.25062092592895746,-0.10751378998530588,-1.41103738886935,-0.8985118071232389,0.0,0.5557245652243247,-1.0327366397822002,0,False,False,True,False,True,False,False,False,True,False,False
3830,-0.24596618391403685,1.3622113350811544,0.2742014105864558,-1.41103738886935,0.14578460224411136,0.0,0.3485721460736793,-0.3322153468535022,1,False,False,True,False,True,False,False,False,False,True,False
7987,-0.24430981574014568,-0.00589993772154956,0.5245148044991927,-1.41103738886935,0.5373957557568677,16.666666666666664,1.6260120641693259,-0.6007485091428368,1,False,True,False,False,True,False,False,False,False,True,False
